2026-05-15 14:09:41,781 [INFO] ────────────────────────────────────────────────────────────
2026-05-15 14:09:41,783 [INFO] retag started  |  mode=DRY RUN
2026-05-15 14:14:44,920 [INFO] [92/142] 1dc97592-bef5-471a-9c48-0be92c2ca168: subject_tags ['community', 'education', 'event'] → ['Event', 'Event Planning', 'In-person', 'Marketing & Social Media', 'Open to All'] | target_group ['cambodians_only'] → []
2026-05-15 14:14:47,831 [INFO] [93/142] 5a09c818-e9d4-4c1d-ac07-bdf9b18ae115: subject_tags ['education', 'event'] → ['Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:14:51,011 [INFO] [94/142] 31ac6b64-a740-4d65-bcb4-7fc40adb2cfe: subject_tags ['education', 'event', 'scholarship'] → ['Education', 'Event', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:14:53,951 [INFO] [95/142] 2d2188fc-3010-4b05-8998-716c8a11562c: subject_tags ['competition', 'education'] → ['Competition & Hackathon', 'Education', 'Event', 'In-person', 'Professional', 'Recent Graduate', 'Undergraduate'] | target_group ['cambodians_only'] → []
2026-05-15 14:14:57,105 [INFO] [96/142] 4c2162cb-43a0-473d-847c-747de72842e8: subject_tags ['competition', 'education'] → ['Competition & Hackathon', 'Education', 'Event Planning', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:15:00,210 [INFO] [97/142] 1d72f286-b100-404d-b10f-a694021f3fde: subject_tags ['competition', 'education'] → ['Competition & Hackathon', 'Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:15:03,129 [INFO] [98/142] 51d1c9f4-bed3-4838-a21e-59ceb7dec605: subject_tags ['competition', 'scholarship'] → ['Competition & Hackathon', 'Event', 'High School Student', 'Open to All', 'Undergraduate'] | target_group ['high_school', 'university_students'] → ['High School Student', 'Undergraduate']
2026-05-15 14:15:05,977 [INFO] [99/142] 3cb7e401-8158-4ba6-af91-7db1e8f01a53: subject_tags ['education'] → ['Education', 'Event', 'In-person', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:15:08,861 [INFO] [100/142] 411e896b-0b86-42ac-8f72-1282c97c3267: subject_tags ['competition', 'education'] → ['Competition & Hackathon', 'Event', 'High School Student', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'students'] → []
2026-05-15 14:15:12,480 [INFO] [101/142] 2cfa9ba1-f10a-4601-9f22-7489c61ea3f3: subject_tags ['competition', 'education'] → ['Competition & Hackathon', 'Education', 'Event', 'Online', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:15:15,229 [INFO] [102/142] c437e7a5-db1c-44af-bdc7-b492dfbb286d: subject_tags ['education', 'event', 'technology'] → ['Data & Mathematics', 'Event', 'Online', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:15:18,125 [INFO] [103/142] 7279ca7e-209e-48c3-918b-0ac3cadae235: subject_tags ['education', 'leadership', 'scholarship'] → ['Education', 'Fellowship', 'Online', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:15:21,064 [INFO] [104/142] 5bf96ea0-a696-4099-9f81-53e61f0b23a8: subject_tags ['community', 'leadership', 'youth'] → ['Community Development', 'Education', 'Event', 'In-person', 'Project Management', 'Public Speaking', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:15:23,898 [INFO] [105/142] 3a7fd9a8-3811-43a7-b2d4-84fca1204ead: subject_tags ['education'] → ['Education', 'Event', 'In-person', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:15:27,003 [INFO] [106/142] 21cbfbfb-5630-4676-afb0-c8c226dc0288: subject_tags ['business', 'event', 'innovation', 'science', 'technology'] → ['Education', 'Environment & Sustainability', 'Event', 'In-person', 'Management', 'Open to All', 'Project Management', 'Public Policy'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:15:30,024 [INFO] [107/142] 682fc773-a6df-4033-97d5-35dc6e927e6d: subject_tags ['business', 'technology', 'workshop'] → ['Course', 'E-commerce', 'Entrepreneurship', 'Management', 'Marketing', 'Online', 'Professional'] | target_group ['business'] → []
2026-05-15 14:15:33,862 [INFO] [108/142] 3ebe7395-4d3a-4413-92f7-193c1d57394b: subject_tags ['course', 'education', 'event', 'internship', 'scholarship', 'technology'] → ['AI & Machine Learning', 'Cybersecurity', 'Data & Mathematics', 'Event', 'In-person', 'Professional', 'Recent Graduate', 'Undergraduate'] | target_group ['graduates', 'professionals', 'university_students'] → ['Professional', 'Recent Graduate', 'Undergraduate']
2026-05-15 14:15:36,892 [INFO] [109/142] e9b69922-23b4-494c-af02-6703757498bc: subject_tags ['course', 'technology', 'training'] → ['Cloud Computing', 'Course', 'Online', 'Professional', 'Project Management', 'Recent Graduate', 'Software Development', 'Undergraduate', 'Web Development'] | target_group ['null'] → []
2026-05-15 14:15:40,008 [INFO] [110/142] fae99347-44fc-4d9a-b070-b958e16f106b: subject_tags ['agriculture', 'business', 'entrepreneurship', 'event', 'technology', 'training'] → ['Agriculture', 'Education', 'Entrepreneurship', 'Event', 'In-person', 'Project Management', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:15:43,074 [INFO] [111/142] e0baa97f-ad82-4da4-bbbb-f3c64e865169: subject_tags ['bootcamp', 'business', 'technology', 'training'] → ['Course', 'Entrepreneurship', 'Online', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:15:46,117 [INFO] [112/142] 38c939ca-6a68-4113-8ed0-8583458e3113: subject_tags ['business', 'event', 'startup', 'technology'] → ['Entrepreneurship', 'Environment & Sustainability', 'Event', 'In-person', 'Online', 'Project Management', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:15:48,973 [INFO] [113/142] e3d52be0-d9b3-4087-9449-29dddf439b3d: subject_tags ['community', 'education', 'training'] → ['Community Organizing', 'Course', 'Education', 'Entrepreneurship', 'In-person', 'Project Management', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:15:52,020 [INFO] [114/142] 1815e205-1057-4842-a382-d8493cf97107: subject_tags ['education', 'event'] → ['Education', 'Event', 'Online', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:15:55,328 [INFO] [115/142] fe474b16-bd72-4413-b55c-b77dad143356: subject_tags ['business', 'community', 'internship'] → ['Human Resources', 'In-person', 'Internship', 'Management', 'Marketing', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:15:58,522 [INFO] [116/142] e3e30db4-a48a-422d-a61a-ff23a88f0693: subject_tags ['education', 'scholarship'] → ['Course', 'Education', 'Online', 'Postgraduate', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:16:01,507 [INFO] [117/142] 06f65cc4-8e8c-4f0f-93b5-1b0e4ab94956: subject_tags ['competition', 'education'] → ['Competition & Hackathon', 'Education', 'Event', 'Online', 'Postgraduate', 'Professional', 'Undergraduate'] | target_group ['cambodians_only'] → []
2026-05-15 14:16:04,448 [INFO] [118/142] 68caaf36-be1e-4127-97d5-040691b298ff: subject_tags ['course', 'education'] → ['Course', 'Education', 'Online', 'Undergraduate'] | target_group ['null'] → []
2026-05-15 14:16:07,234 [INFO] [119/142] 202487a2-6541-41a9-ba57-3018f05c4ad2: subject_tags ['bootcamp', 'business', 'community', 'entrepreneurship', 'technology'] → ['Course', 'Entrepreneurship', 'Marketing', 'Online', 'Professional', 'Recent Graduate', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:16:10,401 [INFO] [120/142] 428b3eff-71fd-4521-87a6-e8e4a479c9c2: subject_tags ['community', 'education', 'event', 'history'] → ['Community Development', 'Education', 'Event', 'Film & Media', 'In-person', 'Open to All', 'Sociology'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:16:13,313 [INFO] [121/142] 008097d1-d019-4467-b649-61edb150c6b0: subject_tags ['education'] → ['Education', 'Event', 'Open to All', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:16:16,288 [INFO] [122/142] d30f398a-7521-4e29-b078-df400ecd3564: subject_tags ['business', 'internship'] → ['Human Resources', 'In-person', 'Internship', 'Undergraduate'] | target_group ['cambodians_only', 'university_students'] → ['Undergraduate']
2026-05-15 14:16:19,558 [INFO] [123/142] 0008584f-ea1a-44af-8518-4f728bbe1bc9: subject_tags ['internship'] → ['Human Resources', 'In-person', 'Internship', 'Management', 'Recent Graduate', 'Undergraduate'] | target_group ['graduates', 'university_students'] → ['Recent Graduate', 'Undergraduate']
2026-05-15 14:16:23,137 [INFO] [124/142] 83316931-c886-41be-acba-40fa7245b2bc: subject_tags ['event', 'history', 'media'] → ['Event', 'Film & Media', 'In-person', 'Open to All', 'Public Policy', 'Sociology'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:16:26,701 [INFO] [125/142] 88401fb3-ae0a-4641-8300-89404f8e241b: subject_tags ['agriculture', 'business', 'community', 'youth'] → ['Agriculture', 'Community Development', 'Entrepreneurship', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:16:29,500 [INFO] [126/142] aa0da991-f525-4512-bd0c-a31eb5fa329c: subject_tags [] → ['Course', 'High School Student', 'Online', 'Software Development', 'Web Development', 'Youth (Under 18)']
2026-05-15 14:16:32,989 [INFO] [127/142] e4be5a73-d734-4fb8-8fcc-2b652141320d: subject_tags [] → ['Course', 'High School Student', 'Online', 'Software Development', 'Web Development', 'Youth (Under 18)']
2026-05-15 14:16:35,747 [INFO] [128/142] 77a1d5e4-11aa-4c55-bedc-e4011792808f: subject_tags ['course', 'technology'] → ['AI & Machine Learning', 'Cloud Computing', 'Course', 'In-person', 'Software Development', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:16:38,706 [INFO] [129/142] 833714c5-31b6-4dcf-bebc-48b07f1f75a7: subject_tags ['agriculture', 'business', 'community', 'training', 'youth'] → ['Agriculture', 'Community Development', 'Entrepreneurship', 'Event', 'In-person', 'Project Management', 'Youth (Under 18)'] | target_group ['community', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:16:41,454 [INFO] [130/142] a846339b-3135-4e66-ab58-4ec465de8f38: subject_tags ['agriculture', 'business', 'community', 'event', 'training'] → ['Agriculture', 'Entrepreneurship', 'Event', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:16:44,388 [INFO] [131/142] ba5f3c3c-b8cc-4fca-94f2-f062fa0884da: subject_tags ['business', 'event', 'innovation', 'technology'] → ['AI & Machine Learning', 'Data & Mathematics', 'E-commerce', 'Education', 'Entrepreneurship', 'Environment & Sustainability', 'Event', 'In-person', 'Management', 'Marketing', 'Open to All', 'Project Management', 'Public Policy', 'Software Development', 'Web Development'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:16:47,684 [INFO] [132/142] 0966f2e6-13cb-4b65-83ea-84a8d1923a24: subject_tags ['government', 'internship', 'technology'] → ['In-person', 'Internship', 'Management', 'Open to All', 'Public Policy', 'Software Development'] | target_group ['null'] → []
2026-05-15 14:16:50,635 [INFO] [133/142] 0e4c02c3-f991-43a8-a010-335344368637: subject_tags ['course', 'education', 'job', 'technology'] → ['AI & Machine Learning', 'Course', 'Data & Mathematics', 'Online', 'Professional', 'Recent Graduate', 'Software Development', 'Undergraduate', 'Web Development'] | target_group ['graduates', 'professionals', 'university_students'] → ['Professional', 'Recent Graduate', 'Undergraduate']
2026-05-15 14:16:53,685 [INFO] [134/142] 318482d6-f3cf-4dd1-bced-bb3d75acc944: subject_tags ['community', 'event', 'leadership', 'volunteer', 'youth'] → ['Community Organizing', 'Event', 'In-person', 'Public Speaking', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:16:56,602 [INFO] [135/142] 925b8260-3952-4edb-9406-75e27aa56462: subject_tags ['community', 'internship', 'media', 'research'] → ['In-person', 'Internship', 'Journalism', 'Professional', 'Recent Graduate', 'Undergraduate', 'Writing & Translation'] | target_group ['cambodians_only'] → []
2026-05-15 14:16:59,527 [INFO] [136/142] 987aa21e-4280-4878-87ea-90072775129d: subject_tags ['community', 'leadership', 'technology'] → ['Community Organizing', 'Event', 'In-person', 'Internship', 'Management', 'Postgraduate', 'Professional', 'Project Management', 'Recent Graduate', 'Undergraduate'] | target_group ['null'] → []
2026-05-15 14:17:02,709 [INFO] [137/142] e311d4db-3abf-4efc-aa2a-a7b300d6e009: subject_tags ['business', 'event', 'job', 'leadership', 'seminar', 'technology'] → ['Event', 'In-person', 'Marketing & Social Media', 'Open to All', 'Professional'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:17:05,921 [INFO] [138/142] 5dd61766-7655-462c-b3c9-5725a9841f78: subject_tags ['business', 'finance', 'internship'] → ['Accounting', 'Finance', 'In-person', 'Internship', 'Youth (Under 18)'] | target_group ['male', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:17:08,803 [INFO] [139/142] 8901ebc0-fd18-40ca-b7b4-60bcf22efde4: subject_tags ['AI & Machine Learning', 'Cloud Computing', 'Entrepreneurship', 'Event', 'Software Development'] → ['AI & Machine Learning', 'Cloud Computing', 'Cybersecurity', 'Data & Mathematics', 'Event', 'In-person', 'Mobile Development', 'Open to All', 'Software Development', 'UI/UX Design', 'Web Development']
2026-05-15 14:17:12,533 [INFO] [140/142] 95fc7f78-e4d0-4c17-a11f-6bee8f882f6d: subject_tags ['Community Development', 'Event', 'Online', 'Web Development'] → ['In-person', 'Internship', 'Open to All']
2026-05-15 14:17:15,517 [INFO] [141/142] a4ade9c3-a064-4952-a852-f8b63f694a77: subject_tags ['Community Development', 'Course', 'In-person', 'Open to All', 'Web Development'] → ['Event', 'In-person', 'Open to All']
2026-05-15 14:17:18,254 [INFO] [142/142] a161de8b-3e73-4d5e-8d99-5c2dc5df5415: subject_tags ['education', 'leadership', 'technology', 'training'] → ['Course', 'Data & Mathematics', 'Online', 'Professional', 'Recent Graduate', 'Youth (Under 18)'] | target_group ['graduates', 'professionals', 'youth'] → ['Professional', 'Recent Graduate', 'Youth (Under 18)']
2026-05-15 14:17:20,255 [INFO] Done.  updated=142  skipped=0  errors=0  (DRY RUN — no writes)
2026-05-15 14:26:58,010 [INFO] ────────────────────────────────────────────────────────────
2026-05-15 14:26:58,010 [INFO] retag started  |  mode=DRY RUN
2026-05-15 14:26:59,688 [INFO] Fetched 141 opportunities
2026-05-15 14:26:59,874 [INFO] Fetched raw text for 113/136 opportunities with raw_post_id
2026-05-15 14:27:01,161 [INFO] [1/141] 1971a10e-a06e-43b3-bd98-a14ee5143eed [raw]: subject_tags ['business', 'technology', 'training'] → ['Course', 'Data & Mathematics', 'Management', 'Online', 'Professional', 'Project Management'] | target_group ['professionals'] → ['Professional']
2026-05-15 14:27:04,016 [INFO] [2/141] 601eb36d-fa22-493d-87da-64dbe3039a2b [raw]: subject_tags ['education', 'event', 'scholarship'] → ['Education', 'Event', 'Online', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:27:07,287 [INFO] [3/141] 76869f4d-72a6-4840-89b1-fc552fc5b18b [raw]: subject_tags ['business', 'education', 'entrepreneurship', 'event'] → ['Entrepreneurship', 'Event', 'In-person', 'Management', 'Open to All', 'Project Management', 'Undergraduate', 'Youth (Under 18)'] | target_group ['open_to_all', 'university_students', 'youth'] → ['Open to All', 'Undergraduate', 'Youth (Under 18)']
2026-05-15 14:27:10,112 [INFO] [4/141] 24bb9a1c-c3df-457e-a5d3-d9ae5f6ca41e [desc]: subject_tags ['business', 'community', 'education', 'training', 'workshop'] → ['Education', 'Entrepreneurship', 'Event', 'In-person', 'Marketing & Social Media', 'Project Management', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:27:13,694 [INFO] [5/141] 45b6ce83-cbf2-4425-b916-0d59941cb9c2 [desc]: subject_tags ['agriculture', 'business', 'community', 'education', 'youth'] → ['Agriculture', 'Community Development', 'Event', 'In-person', 'Project Management', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:27:16,546 [INFO] [6/141] dfe4d44e-12f0-4e50-a42f-3a498db4836e [desc]: subject_tags ['bootcamp', 'community', 'hackathon', 'technology', 'training', 'workshop', 'youth'] → ['Community Organizing', 'Competition & Hackathon', 'Event', 'In-person', 'Software Development', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:27:19,956 [INFO] [7/141] af55bd06-bb19-42bc-856c-a6ba67feccff [raw]: subject_tags ['business', 'community', 'innovation', 'leadership', 'media', 'volunteer', 'youth'] → ['Community Organizing', 'Education', 'Event Planning', 'In-person', 'Marketing & Social Media', 'Project Management', 'Volunteering', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:27:23,028 [INFO] [8/141] 7ae45a2e-7c77-4fb3-baad-7b783ccbe323 [raw]: subject_tags ['education', 'scholarship'] → ['Education', 'Fellowship', 'Online', 'Postgraduate', 'Recent Graduate'] | target_group ['graduates'] → ['Recent Graduate']
2026-05-15 14:27:25,909 [INFO] [9/141] 3f778629-2d3f-4728-9883-b7a2fae0b020 [raw]: subject_tags ['competition', 'education', 'technology'] → ['Education', 'Event', 'In-person', 'Professional', 'Project Management'] | target_group ['null'] → []
2026-05-15 14:27:28,848 [INFO] [10/141] 114f8179-bb46-49d1-ab11-a52145c8fbc4 [desc]: subject_tags ['community', 'education', 'event', 'leadership', 'technology'] → ['Community Organizing', 'Education', 'Event', 'In-person', 'Open to All', 'Project Management'] | target_group ['cambodians_only', 'open_to_all'] → ['Open to All']
2026-05-15 14:27:33,208 [INFO] [11/141] c7374077-8e3d-4a3c-8da4-426f874eea63 [desc]: subject_tags ['community', 'education', 'event'] → ['Education', 'Environment & Sustainability', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:27:36,528 [INFO] [12/141] 5bc599b3-7ccc-4938-8ba2-f0b5fd130c9a [raw]: subject_tags ['competition', 'education', 'event', 'technology'] → ['AI & Machine Learning', 'Competition & Hackathon', 'Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:27:39,334 [INFO] [13/141] 5609b49e-9718-4d1d-b1ef-37d790ea3095 [raw]: subject_tags ['course', 'data science', 'technology'] → ['Course', 'Data & Mathematics', 'Data & Mathematics', 'Online', 'Professional', 'Project Management', 'Recent Graduate', 'Undergraduate'] | target_group ['null'] → []
2026-05-15 14:27:42,621 [INFO] [14/141] bab13b03-4f7f-4edf-9d0b-c74384107f7f [raw]: subject_tags ['arts', 'course', 'education', 'music', 'research', 'scholarship'] → ['Education', 'Exchange Program', 'Fellowship', 'In-person', 'Music & Performance', 'Open to All', 'Professional', 'Recent Graduate', 'Self-Paced', 'Undergraduate'] | target_group ['cambodians_only', 'graduates', 'open_to_all', 'professionals', 'university_students'] → ['Open to All', 'Professional', 'Recent Graduate', 'Undergraduate']
2026-05-15 14:27:45,821 [INFO] [15/141] 95697965-7dc9-483a-977c-dcd711fabf28 [raw]: subject_tags ['entrepreneurship', 'technology', 'youth'] → ['Community Organizing', 'Entrepreneurship', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:27:48,749 [INFO] [16/141] 11332c21-11cb-4ec8-906f-446753109a08 [raw]: subject_tags ['community', 'leadership', 'startup', 'technology'] → ['AI & Machine Learning', 'Entrepreneurship', 'Environment & Sustainability', 'Event', 'Hybrid', 'Management', 'Professional', 'Youth (Under 18)'] | target_group ['professionals', 'team_required', 'youth'] → ['Professional', 'Youth (Under 18)']
2026-05-15 14:27:51,798 [INFO] [17/141] 1e3c8c80-2dd7-4749-a773-6ea663324821 [desc]: subject_tags ['community', 'education', 'leadership', 'technology'] → ['Competition & Hackathon', 'Education', 'Event', 'High School Student', 'Undergraduate', 'Youth (Under 18)'] | target_group ['high_school', 'university_students'] → ['High School Student', 'Undergraduate']
2026-05-15 14:27:54,830 [INFO] [18/141] 5dea9ea3-1178-4ce4-ae8e-675de11526b1 [desc]: subject_tags ['competition', 'education', 'innovation'] → ['Competition & Hackathon', 'Education', 'Event', 'High School Student', 'Project Management', 'Undergraduate', 'Youth (Under 18)'] | target_group ['high_school', 'university_students'] → ['High School Student', 'Undergraduate']
2026-05-15 14:27:58,072 [INFO] [19/141] cfb5057a-f730-4dfb-942c-6c5e3f4ebf47 [desc]: subject_tags ['community', 'education', 'leadership', 'technology'] → ['Competition & Hackathon', 'Education', 'Event', 'High School Student', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['high_school', 'university_students'] → ['High School Student', 'Undergraduate']
2026-05-15 14:28:01,120 [INFO] [20/141] 0ffd7c1d-0c16-4dfe-8852-44610f3b2c6f [desc]: subject_tags ['education', 'scholarship'] → ['Education', 'Fellowship', 'Management', 'Open to All', 'Undergraduate'] | target_group ['cambodians_only', 'university_students'] → ['Undergraduate']
2026-05-15 14:28:04,101 [INFO] [21/141] 036e9016-2802-4759-a1a9-1e513f939a1b [desc]: subject_tags ['government', 'job'] → ['In-person', 'Internship', 'Open to All'] | target_group ['cambodians_only'] → []
2026-05-15 14:28:07,369 [INFO] [22/141] b60d623e-e85a-460d-bb71-d0168deb4286 [raw]: subject_tags ['arts', 'community', 'education'] → ['Community Organizing', 'Event', 'Graphic Design', 'In-person', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:28:10,240 [INFO] [23/141] 101de12e-ad40-4f92-ae4b-32e50428e097 [raw]: subject_tags ['course', 'technology'] → ['AI & Machine Learning', 'Cloud Computing', 'Course', 'In-person', 'Software Development', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:28:13,444 [INFO] [24/141] 9f6dd78f-12b5-4c55-bc44-82dbf47dda4f [raw]: subject_tags ['government', 'internship', 'technology'] → ['In-person', 'Internship', 'Management', 'Open to All', 'Software Development'] | target_group ['null'] → []
2026-05-15 14:28:16,587 [INFO] [25/141] 28f58949-0052-4d81-9e40-fbc24b94cae7 [raw]: subject_tags ['course', 'technology'] → ['Course', 'Mobile Development', 'Online', 'Professional', 'Recent Graduate', 'Undergraduate'] | target_group ['graduates', 'professionals', 'university_students'] → ['Professional', 'Recent Graduate', 'Undergraduate']
2026-05-15 14:28:19,382 [INFO] [26/141] 416593f9-87ee-479e-aaf8-374dda4fa00e [raw]: subject_tags ['course', 'technology'] → ['Course', 'Mobile Development', 'Online', 'Professional', 'Recent Graduate', 'Software Development', 'Undergraduate'] | target_group ['null'] → []
2026-05-15 14:28:23,163 [INFO] [27/141] b984451a-a095-4b09-88b9-ffc6c37e8518 [raw]: subject_tags ['course', 'education', 'technology'] → ['Course', 'Online', 'Open to All', 'Software Development', 'Web Development'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:28:26,004 [INFO] [28/141] 99ff34d7-75d5-4159-ae69-96c3fab08698 [raw]: subject_tags ['job', 'technology'] → ['Electrical Engineering', 'In-person', 'Industrial Engineering', 'Internship', 'Mechanical Engineering', 'Professional'] | target_group ['professionals'] → ['Professional']
2026-05-15 14:28:28,965 [INFO] [29/141] 6f8a5d6a-7074-4b42-9ddf-01c871247dbc [raw]: subject_tags ['business', 'course', 'technology'] → ['Course', 'Data & Mathematics', 'Management', 'Online', 'Professional', 'Project Management'] | target_group ['professionals'] → ['Professional']
2026-05-15 14:28:32,434 [INFO] [30/141] 6cd06c8e-a2a2-48d4-93a1-ec3144694f0d [desc]: subject_tags ['business', 'course', 'data', 'technology'] → ['Course', 'Data & Mathematics', 'Open to All', 'Self-Paced'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:28:35,301 [INFO] [31/141] b85408db-41e0-4848-bd77-54d4747b651d [raw]: subject_tags ['education', 'event', 'scholarship'] → ['Education', 'Event', 'Online', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:28:38,307 [INFO] [32/141] 11aa1178-e0a7-41cc-9a69-23c0b2e05e64 [raw]: subject_tags ['event', 'technology'] → ['AI & Machine Learning', 'Cloud Computing', 'Cybersecurity', 'Data & Mathematics', 'Event', 'Online', 'Open to All', 'Project Management', 'Software Development', 'Web Development'] | target_group ['null'] → []
2026-05-15 14:28:41,625 [INFO] [33/141] ffb13f89-a242-4403-9a3b-e26a91705aca [raw]: subject_tags ['community', 'event', 'technology'] → ['Community Organizing', 'Event', 'Event Planning', 'In-person', 'Professional', 'Project Management'] | target_group ['null'] → []
2026-05-15 14:28:44,700 [INFO] [34/141] 5d7e0501-0960-4647-92b0-ebb3f8170c22 [raw]: subject_tags ['data', 'environment', 'media', 'training'] → ['Course', 'Data & Mathematics', 'In-person', 'Journalism', 'Professional'] | target_group ['professionals'] → ['Professional']
2026-05-15 14:28:47,828 [INFO] [35/141] 07a33c87-b605-4cd1-958b-10ed1a9fbc82 [raw]: subject_tags ['event', 'seminar', 'technology'] → ['Data & Mathematics', 'Environment & Sustainability', 'Event', 'In-person', 'Open to All', 'Project Management'] | target_group ['null'] → []
2026-05-15 14:28:50,748 [INFO] [36/141] aaf408ec-5ebf-4842-8275-e46874ef6a58 [raw]: subject_tags ['career development', 'data science', 'technology'] → ['Course', 'Data & Mathematics', 'Online', 'Open to All', 'Professional'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:28:53,999 [INFO] [37/141] 57cfe4ca-e8f5-4e8c-b3a6-28d3bd94a767 [raw]: subject_tags ['business', 'course', 'data_analysis', 'technology'] → ['Course', 'Data & Mathematics', 'Online', 'Professional'] | target_group ['professionals', 'students'] → ['Professional']
2026-05-15 14:28:57,948 [INFO] [38/141] 58a8c398-8735-41e1-8c10-4b9000114ca3 [raw]: subject_tags ['business', 'course', 'technology'] → ['Course', 'Data & Mathematics', 'Online', 'Professional', 'Recent Graduate', 'Undergraduate'] | target_group ['null'] → []
2026-05-15 14:29:00,785 [INFO] [39/141] 1219803c-d81a-42e5-bf66-af9b24d47b9c [raw]: subject_tags ['community', 'event', 'leadership', 'women'] → ['Community Development', 'Event', 'In-person', 'Open to All', 'Professional', 'Public Policy', 'Women in STEM'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:29:03,858 [INFO] [40/141] cd1f8898-60cd-49d4-ab6d-285ccd8e0155 [raw]: subject_tags ['education', 'event', 'leadership'] → ['Education', 'Event', 'In-person', 'Management', 'Open to All', 'Public Speaking'] | target_group ['open_to_all'] → ['Open to All']
